Date,SSO,UPRO,SPXL,SH,SDS,SPXS,QLD,TQQQ,PSQ,QID,SQQQ,MVV,MYY,MZZ,UWM,TNA,RWM,TWM,TZA,URE,REK,UPW,SDP,SOXL,SOXS,EFO,EFZ,EFU,EET,EUM,EEV,UST,TYD,TBX,PST,TYO,UBT,TMF,TBF,TBT,TMV,UGL,GLL,UVXY,VIXY,TLT,BSV
1986-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69264,,,,,,,,10.60536,
1986-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68808,,,,,,,,10.58416,
1986-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70836,,,,,,,,10.69020,
1986-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70374,,,,,,,,10.66900,
1986-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70753,,,,,,,,10.69020,
1986-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71765,,,,,,,,10.74324,
1986-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68960,,,,,,,,10.60536,
1986-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68567,,,,,,,,10.58729,
1986-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68528,,,,,,,,10.58729,
1986-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65804,,,,,,,,10.44911,
1986-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66167,,,,,,,,10.47037,
1986-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65724,,,,,,,,10.44911,
1986-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65083,,,,,,,,10.41722,
1986-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67835,,,,,,,,10.56604,
1986-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66771,,,,,,,,10.51288,
1986-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65923,,,,,,,,10.47037,
1986-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65684,,,,,,,,10.45974,
1986-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66247,,,,,,,,10.49162,
1986-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67215,,,,,,,,10.54477,
1986-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70022,,,,,,,,10.69359,
1986-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69982,,,,,,,,10.69359,
1986-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69315,,,,,,,,10.66171,
1986-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68031,,,,,,,,10.59793,
1986-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69016,,,,,,,,10.65108,
1986-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70215,,,,,,,,10.71485,
1986-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71011,,,,,,,,10.75738,
1986-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71390,,,,,,,,10.77863,
1986-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71561,,,,,,,,10.78926,
1986-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72365,,,,,,,,10.83178,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74248,,,,,,,,10.92802,
1986-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74204,,,,,,,,10.92802,
1986-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74160,,,,,,,,10.92802,
1986-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75641,,,,,,,,11.00286,
1986-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75376,,,,,,,,10.99217,
1986-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73133,,,,,,,,10.88524,
1986-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73953,,,,,,,,10.92802,
1986-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74779,,,,,,,,10.97078,
1986-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74738,,,,,,,,10.97078,
1986-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74916,,,,,,,,10.98148,
1986-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75094,,,,,,,,10.99217,
1986-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76806,,,,,,,,11.07772,
1986-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74985,,,,,,,,10.99217,
1986-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74725,,,,,,,,10.98148,
1986-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75121,,,,,,,,11.00286,
1986-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73767,,,,,,,,10.93871,
1986-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71563,,,,,,,,10.83179,
1986-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70465,,,,,,,,10.77832,
1986-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70008,,,,,,,,10.75693,
1986-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68509,,,,,,,,10.68208,
1986-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68267,,,,,,,,10.67138,
1986-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69051,,,,,,,,10.71416,
1986-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71510,,,,,,,,10.84324,
1986-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71471,,,,,,,,10.84324,
1986-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71858,,,,,,,,10.86475,
1986-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70966,,,,,,,,10.82173,
1986-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70082,,,,,,,,10.77870,
1986-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70674,,,,,,,,10.81097,
1986-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73379,,,,,,,,10.95082,
1986-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75501,,,,,,,,11.05839,
1986-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75241,,,,,,,,11.04764,
1986-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76521,,,,,,,,11.11217,
1986-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76702,,,,,,,,11.12293,
1986-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76883,,,,,,,,11.13369,
1986-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77064,,,,,,,,11.14445,
1986-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78362,,,,,,,,11.20899,
1986-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79448,,,,,,,,11.26276,
1986-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79408,,,,,,,,11.26276,
1986-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78914,,,,,,,,11.24127,
1986-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77968,,,,,,,,11.19821,
1986-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78154,,,,,,,,11.20899,
1986-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77890,,,,,,,,11.19821,
1986-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79198,,,,,,,,11.26276,
1986-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81054,,,,,,,,11.35260,
1986-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80086,,,,,,,,11.30932,
1986-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76138,,,,,,,,11.12533,
1986-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76100,,,,,,,,11.12533,
1986-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73842,,,,,,,,11.01711,
1986-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72935,,,,,,,,10.97382,
1986-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73114,,,,,,,,10.98465,
1986-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73077,,,,,,,,10.98465,
1986-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70665,,,,,,,,10.86560,
1986-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69363,,,,,,,,10.80067,
1986-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69327,,,,,,,,10.80067,
1986-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69293,,,,,,,,10.80067,
1986-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70508,,,,,,,,10.86560,
1986-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69841,,,,,,,,10.83313,
1986-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67086,,,,,,,,10.69243,
1986-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69089,,,,,,,,10.80067,
1986-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68225,,,,,,,,10.75738,
1986-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69839,,,,,,,,10.84396,
1986-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70222,,,,,,,,10.86560,
1986-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70187,,,,,,,,10.86560,
1986-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69102,,,,,,,,10.81149,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71546,,,,,,,,10.94103,
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72577,,,,,,,,10.99546,
1986-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72325,,,,,,,,10.98459,
1986-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73795,,,,,,,,11.06078,
1986-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73759,,,,,,,,11.06078,
1986-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73724,,,,,,,,11.06078,
1986-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73253,,,,,,,,11.03901,
1986-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72133,,,,,,,,10.98459,
1986-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71669,,,,,,,,10.96282,
1986-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71634,,,,,,,,10.96282,
1986-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70104,,,,,,,,10.88661,
1986-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69858,,,,,,,,10.87571,
1986-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70033,,,,,,,,10.88661,
1986-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69368,,,,,,,,10.85395,
1986-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67663,,,,,,,,10.76684,
1986-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69066,,,,,,,,10.84306,
1986-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69654,,,,,,,,10.87571,
1986-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70665,,,,,,,,10.93015,
1986-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70419,,,,,,,,10.91927,
1986-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71226,,,,,,,,10.96282,
1986-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71191,,,,,,,,10.96282,
1986-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72004,,,,,,,,11.00636,
1986-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73464,,,,,,,,11.08258,
1986-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74145,,,,,,,,11.11871,
1986-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75642,,,,,,,,11.19539,
1986-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75159,,,,,,,,11.17348,
1986-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74897,,,,,,,,11.16252,
1986-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74197,,,,,,,,11.12966,
1986-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72845,,,,,,,,11.06393,
1986-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71943,,,,,,,,11.02013,
1986-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71906,,,,,,,,11.02013,
1986-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72513,,,,,,,,11.05299,
1986-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73338,,,,,,,,11.09680,
1986-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73953,,,,,,,,11.12966,
1986-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75007,,,,,,,,11.18443,
1986-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75409,,,,,,,,11.20635,
1986-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76691,,,,,,,,11.27207,
1986-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76428,,,,,,,,11.26113,
1986-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76612,,,,,,,,11.27207,
1986-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77020,,,,,,,,11.29398,
1986-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76532,,,,,,,,11.27207,
1986-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76270,,,,,,,,11.26113,
1986-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77642,,,,,,,,11.33056,
1986-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77147,,,,,,,,11.30852,
1986-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78007,,,,,,,,11.35260,
1986-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79553,,,,,,,,11.42975,
1986-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80432,,,,,,,,11.47383,
1986-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79465,,,,,,,,11.42975,
1986-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79194,,,,,,,,11.41874,
1986-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78925,,,,,,,,11.40772,
1986-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79343,,,,,,,,11.42975,
1986-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79762,,,,,,,,11.45178,
1986-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78341,,,,,,,,11.38566,
1986-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78070,,,,,,,,11.37464,
1986-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77800,,,,,,,,11.36362,
1986-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78204,,,,,,,,11.38566,
1986-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78162,,,,,,,,11.38566,
1986-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78348,,,,,,,,11.39669,
1986-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78532,,,,,,,,11.40772,
1986-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78718,,,,,,,,11.41874,
1986-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79132,,,,,,,,11.44078,
1986-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78860,,,,,,,,11.42975,
1986-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78577,,,,,,,,11.41874,
1986-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76881,,,,,,,,11.34158,
1986-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77445,,,,,,,,11.37375,
1987-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78763,,,,,,,,11.44034,
1987-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79176,,,,,,,,11.46253,
1987-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79592,,,,,,,,11.48473,
1987-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80242,,,,,,,,11.51801,
1987-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80898,,,,,,,,11.55130,
1987-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80624,,,,,,,,11.54020,
1987-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81511,,,,,,,,11.58459,
1987-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80766,,,,,,,,11.55130,
1987-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80260,,,,,,,,11.52910,
1987-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79756,,,,,,,,11.50692,
1987-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80177,,,,,,,,11.52910,
1987-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79673,,,,,,,,11.50692,
1987-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81245,,,,,,,,11.58459,
1987-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81437,,,,,,,,11.59569,
1987-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80927,,,,,,,,11.57350,
1987-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80653,,,,,,,,11.56240,
1987-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79451,,,,,,,,11.50692,
1987-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78260,,,,,,,,11.45142,
1987-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78217,,,,,,,,11.45142,
1987-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77493,,,,,,,,11.41814,
1987-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78794,,,,,,,,11.48405,
1987-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78062,,,,,,,,11.45054,
1987-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78022,,,,,,,,11.45054,
1987-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77525,,,,,,,,11.42820,
1987-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78168,,,,,,,,11.46172,
1987-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78357,,,,,,,,11.47289,
1987-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79230,,,,,,,,11.51756,
1987-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76652,,,,,,,,11.39468,
1987-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75936,,,,,,,,11.36117,
1987-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75896,,,,,,,,11.36117,
1987-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76976,,,,,,,,11.41702,
1987-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76255,,,,,,,,11.38351,
1987-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76664,,,,,,,,11.40585,
1987-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77526,,,,,,,,11.45054,
1987-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77941,,,,,,,,11.47289,
1987-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77901,,,,,,,,11.47289,
1987-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78544,,,,,,,,11.50640,
1987-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78733,,,,,,,,11.51756,
1987-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78923,,,,,,,,11.52873,
1987-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80521,,,,,,,,11.60853,
1987-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81415,,,,,,,,11.65349,
1987-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81607,,,,,,,,11.66472,
1987-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81094,,,,,,,,11.64224,
1987-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82227,,,,,,,,11.69843,
1987-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81000,,,,,,,,11.64224,
1987-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80723,,,,,,,,11.63101,
1987-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80680,,,,,,,,11.63101,
1987-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80403,,,,,,,,11.61976,
1987-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81294,,,,,,,,11.66472,
1987-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81253,,,,,,,,11.66472,
1987-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80740,,,,,,,,11.64224,
1987-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80933,,,,,,,,11.65349,
1987-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81359,,,,,,,,11.67594,
1987-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81318,,,,,,,,11.67594,
1987-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80807,,,,,,,,11.65349,
1987-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80296,,,,,,,,11.63101,
1987-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79556,,,,,,,,11.59729,
1987-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79283,,,,,,,,11.58605,
1987-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79933,,,,,,,,11.61976,
1987-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78500,,,,,,,,11.55234,
1987-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74563,,,,,,,,11.36129,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75794,,,,,,,,11.42578,
1987-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74853,,,,,,,,11.38053,
1987-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75038,,,,,,,,11.39185,
